renglon,año,entidad,cve_geo,cre_nat,cre_soc,cre_tot,def,edad_med,emi_est,emi_int,evh,evm,ev,hom_mit_año,ind_env,inm_est,inm_int,mig_net_est,mig_net_int,muj_mit_año,nac,pob_mit_año,muj_12_14,muj_15_29,muj_15_49,muj_18_24,muj_3_5,muj_30_64,muj_6_11,muj_65_mas,hom_12_14,hom_15_29,hom_15_49,hom_18_24,hom_3_5,hom_30_64,hom_6_11,hom_65_mas,pob_12_14,pob_15_29,pob_15_49,pob_18_24,pob_3_5,pob_30_64,pob_6_11,pob_65_mas,raz_dep_adu,raz_dep_inf,raz_dep,t_bru_mor,t_bru_nat,t_cre_nat,t_cre_soc,t_cre_tot,t_emi_est,t_inm_est,t_mig_net_est,t_mig_net_int,tmih,tmim,tmi,tef_ado,tgf,fecha_reg
1353,2006.0,Michoacán,16.0,72655.0,ND,ND,21944.0,23.0,ND,ND,72.69,77.8,75.28,1984597.0,20.15,ND,ND,ND,ND,2147317.0,94599.0,4131914.0,137530.0,589999.0,1114248.0,282410.0,133189.0,735247.0,270401.0,147477.0,137032.0,522204.0,979179.0,250037.0,136980.0,648185.0,275273.0,126970.0,274562.0,1112203.0,2093427.0,532447.0,270169.0,1383432.0,545674.0,274447.0,11.0,54.57,65.57,5.31,22.89,1.76,ND,ND,ND,ND,ND,ND,22.29,18.0,20.2,78.93,2.66,2017-07-11
1354,2007.0,Michoacán,16.0,71035.0,ND,ND,22916.0,23.09,ND,ND,72.31,77.83,75.1,2019528.0,20.83,ND,ND,ND,ND,2177518.0,93951.0,4197046.0,137070.0,596320.0,1133792.0,285644.0,133188.0,756551.0,268955.0,152168.0,137053.0,534055.0,1003946.0,256472.0,137169.0,668601.0,273971.0,130866.0,274123.0,1130375.0,2137738.0,542116.0,270357.0,1425152.0,542926.0,283034.0,11.08,53.16,64.23,5.46,22.39,1.69,ND,ND,ND,ND,ND,ND,21.81,17.57,19.74,78.6,2.6,2021-01-25
1355,2008.0,Michoacán,16.0,69464.0,ND,ND,23943.0,23.85,ND,ND,71.73,78.01,74.88,2056354.0,21.52,ND,ND,ND,ND,2208688.0,93407.0,4265042.0,136341.0,603338.0,1153607.0,289240.0,133253.0,777832.0,267855.0,156928.0,136796.0,547824.0,1030277.0,263907.0,137335.0,688996.0,273068.0,134718.0,273137.0,1151162.0,2183884.0,553147.0,270588.0,1466828.0,540923.0,291646.0,11.14,51.77,62.91,5.61,21.9,1.63,ND,ND,ND,ND,ND,ND,21.33,17.14,19.29,78.76,2.54,2020-08-22
1356,2009.0,Michoacán,16.0,67609.0,ND,ND,25189.0,24.0,ND,ND,71.31,77.85,74.57,2094296.0,22.21,ND,ND,ND,ND,2240014.0,92798.0,4334310.0,135368.0,610527.0,1173143.0,292986.0,133207.0,798987.0,267037.0,161778.0,136335.0,562810.0,1057478.0,272082.0,137304.0,709299.0,272534.0,138524.0,271703.0,1173337.0,2230621.0,565068.0,270511.0,1508286.0,539571.0,300302.0,11.2,50.43,61.63,5.81,21.41,1.56,ND,ND,ND,ND,ND,ND,20.89,16.75,18.87,79.01,2.48,2022-12-01
1357,2010.0,Michoacán,16.0,65883.0,ND,ND,26122.0,24.09,ND,ND,71.15,77.74,74.43,2127859.0,22.83,ND,ND,ND,ND,2270090.0,92005.0,4397949.0,134502.0,616267.0,1190193.0,295987.0,133285.0,819245.0,266950.0,166466.0,135787.0,574670.0,1079596.0,278660.0,137349.0,727468.0,272695.0,142111.0,270289.0,1190937.0,2269789.0,574647.0,270634.0,1546713.0,539645.0,308577.0,11.27,49.38,60.65,5.94,20.92,1.5,ND,ND,ND,ND,ND,ND,20.48,16.4,18.49,79.32,2.43,2019-09-23
1358,2011.0,Michoacán,16.0,66096.0,ND,ND,26495.0,24.65,ND,ND,71.56,77.54,74.56,2156271.0,23.3,ND,ND,ND,ND,2297591.0,92591.0,4453862.0,133820.0,619873.0,1203846.0,297812.0,133816.0,837821.0,267496.0,170526.0,135128.0,582662.0,1096268.0,283077.0,137845.0,743373.0,273465.0,145082.0,268948.0,1202535.0,2300114.0,580889.0,271661.0,1581194.0,540961.0,315608.0,11.34,48.66,60.0,5.95,20.79,1.48,ND,ND,ND,ND,ND,ND,20.05,16.08,18.11,80.62,2.42,2020-09-12
1359,2012.0,Michoacán,16.0,66039.0,ND,ND,27006.0,25.0,ND,ND,72.15,77.0,74.61,2182853.0,23.7,ND,ND,ND,ND,2322547.0,93045.0,4505400.0,133193.0,622226.0,1215506.0,298874.0,134541.0,855183.0,267937.0,174122.0,134409.0,589192.0,1111447.0,286425.0,138596.0,758829.0,274167.0,147695.0,267602.0,1211418.0,2326953.0,585299.0,273137.0,1614012.0,542104.0,321817.0,11.39,48.07,59.46,5.99,20.65,1.47,ND,ND,ND,ND,ND,ND,19.58,15.72,17.7,81.62,2.41,2018-12-22
1360,2013.0,Michoacán,16.0,65863.0,ND,ND,27512.0,25.0,ND,ND,72.27,76.99,74.66,2208084.0,24.1,ND,ND,ND,ND,2346268.0,93375.0,4554352.0,132678.0,623834.0,1226067.0,299349.0,135218.0,872161.0,268159.0,177775.0,133829.0,594629.0,1125420.0,288815.0,139336.0,774113.0,274609.0,150400.0,266507.0,1218463.0,2351487.0,588164.0,274554.0,1646274.0,542768.0,328175.0,11.46,47.52,58.98,6.04,20.5,1.45,ND,ND,ND,ND,ND,ND,18.88,15.19,17.08,82.44,2.41,2018-11-22
1361,2014.0,Michoacán,16.0,65430.0,ND,ND,28298.0,25.18,ND,ND,72.23,76.87,74.59,2232363.0,24.52,ND,ND,ND,ND,2368878.0,93728.0,4601241.0,132175.0,624773.0,1235676.0,299167.0,135866.0,888798.0,268245.0,181454.0,133395.0,599193.0,1138669.0,290290.0,140072.0,789450.0,274816.0,153117.0,265570.0,1223966.0,2374345.0,589457.0,275938.0,1678248.0,543061.0,334571.0,11.53,47.01,58.54,6.15,20.37,1.42,ND,ND,ND,ND,ND,ND,18.21,14.68,16.49,83.04,2.4,2019-09-09
1362,2015.0,Michoacán,16.0,64482.0,ND,ND,29370.0,25.72,ND,ND,72.04,76.6,74.35,2255074.0,24.93,ND,ND,ND,ND,2389658.0,93852.0,4644732.0,131657.0,625045.0,1244125.0,298313.0,136511.0,904780.0,268142.0,184994.0,133066.0,602783.0,1150910.0,290793.0,140818.0,804576.0,274775.0,155703.0,264723.0,1227828.0,2395035.0,589106.0,277329.0,1709356.0,542917.0,340697.0,11.6,46.54,58.14,6.32,20.21,1.39,ND,ND,ND,ND,ND,ND,17.82,14.39,16.15,82.88,2.4,2018-07-18
1363,2016.0,Michoacán,16.0,64011.0,-25952,38059,29650.0,26.0,24721,24621,72.16,76.75,74.48,2275824.0,25.42,14680,8710,-10041,-15911,2409005.0,93661.0,4684829.0,131415.0,624672.0,1252050.0,296789.0,136867.0,921024.0,267942.0,188852.0,133250.0,605068.0,1161335.0,290186.0,141370.0,819290.0,274963.0,158736.0,264665.0,1229740.0,2413385.0,586975.0,278237.0,1740314.0,542905.0,347588.0,11.7,46.03,57.74,6.33,19.99,1.37,-0.55,0.81,0.527682014,0.313351885,-0.214330128,-0.34,17.41,14.01,15.75,81.69,2.39,2021-11-16
1364,2017.0,Michoacán,16.0,62436.0,-26445,35991,30103.0,26.0,24378,25315,72.19,76.79,74.51,2294520.0,26.06,14583,8665,-9795,-16650,2427328.0,92539.0,4721848.0,131463.0,623706.0,1259568.0,294818.0,136896.0,937574.0,267839.0,193291.0,133843.0,606012.0,1169844.0,288635.0,141640.0,833542.0,275520.0,162480.0,265306.0,1229718.0,2429412.0,583453.0,278536.0,1771116.0,543359.0,355771.0,11.86,45.5,57.35,6.38,19.6,1.32,-0.56,0.76,0.516280914,0.308840945,-0.207439968,-0.35,17.28,13.9,15.63,80.07,2.35,2017-10-14
1365,2018.0,Michoacán,16.0,61754.0,-26491,35263,30425.0,26.46,24040,25659,72.3,76.92,74.64,2312384.0,26.75,14504,8704,-9536,-16955,2445098.0,92179.0,4757482.0,131481.0,622492.0,1266553.0,292817.0,136803.0,953698.0,267875.0,198046.0,134292.0,606443.0,1177807.0,286839.0,141740.0,847667.0,276155.0,166518.0,265773.0,1228935.0,2444360.0,579656.0,278543.0,1801365.0,544030.0,364564.0,12.03,44.97,57.0,6.4,19.38,1.3,-0.56,0.74,0.505309321,0.304867155,-0.200442167,-0.36,16.89,13.55,15.26,79.26,2.34,2018-07-30
1366,2019.0,Michoacán,16.0,60237.0,-26501,33736,30809.0,27.0,23678,26015,72.4,77.03,74.74,2329616.0,27.52,14396,8796,-9282,-17219,2462361.0,91046.0,4791977.0,131425.0,621137.0,1273078.0,290926.0,136029.0,969410.0,268000.0,203149.0,134566.0,606545.0,1185405.0,285163.0,141091.0,861683.0,276839.0,170862.0,265991.0,1227682.0,2458483.0,576089.0,277120.0,1831093.0,544839.0,374011.0,12.23,44.44,56.66,6.43,19.0,1.26,-0.55,0.7,0.494117564,0.300418804,-0.193698759,-0.36,16.59,13.29,14.98,77.88,2.31,2022-09-09
1367,2020.0,Michoacán,16.0,59538.0,-26435,33103,31141.0,27.0,23328,26294,72.52,77.18,74.87,2346259.0,28.35,14293,8894,-9035,-17400,2479142.0,90679.0,4825401.0,131388.0,619610.0,1279120.0,289322.0,134466.0,984732.0,268123.0,208607.0,134803.0,606312.0,1192627.0,283918.0,139543.0,875569.0,277488.0,175522.0,266191.0,1225922.0,2471747.0,573240.0,274009.0,1860301.0,545611.0,384129.0,12.45,43.91,56.35,6.45,18.79,1.23,-0.55,0.69,0.483441687,0.296203362,-0.187238325,-0.36,16.19,12.94,14.61,77.26,2.3,2020-07-20
1368,2021.0,Michoacán,16.0,58047.0,-26384,31663,31510.0,27.26,22971,26582,72.64,77.31,75.0,2362315.0,29.25,14193,8976,-8778,-17606,2495462.0,89557.0,4857777.0,131413.0,617855.0,1284630.0,288176.0,132715.0,999662.0,268163.0,214440.0,135106.0,605724.0,1199436.0,283294.0,137733.0,889306.0,277980.0,180474.0,266519.0,1223579.0,2484066.0,571470.0,270448.0,1888968.0,546143.0,394914.0,12.69,43.38,56.07,6.49,18.44,1.19,-0.54,0.65,0.472870616,0.292170678,-0.180699937,-0.36,15.82,12.61,14.26,76.1,2.27,2017-03-14
1369,2022.0,Michoacán,16.0,57334.0,-26319,31015,31854.0,27.88,22620,26822,72.77,77.47,75.14,2377798.0,30.22,14071,9052,-8549,-17770,2511325.0,89188.0,4889123.0,131464.0,616040.0,1289708.0,287537.0,131303.0,1014090.0,267578.0,220648.0,135457.0,604983.0,1205911.0,283301.0,136258.0,902722.0,277720.0,185723.0,266921.0,1221023.0,2495619.0,570838.0,267561.0,1916812.0,545298.0,406371.0,12.95,42.86,55.81,6.52,18.24,1.17,-0.54,0.63,0.462659663,0.287802127,-0.174857536,-0.36,15.41,12.25,13.87,75.63,2.26,2020-07-17
1370,2023.0,Michoacán,16.0,55892.0,-26254,29638,32209.0,28.0,22267,27060,72.9,77.63,75.28,2392705.0,31.26,13963,9110,-8304,-17950,2526743.0,88101.0,4919448.0,131524.0,614359.0,1294457.0,287268.0,130365.0,1027888.0,266186.0,227223.0,135825.0,604360.0,1212186.0,283794.0,135278.0,915605.0,276515.0,191246.0,267349.0,1218719.0,2506643.0,571062.0,265643.0,1943493.0,542701.0,418469.0,13.23,42.34,55.57,6.55,17.91,1.14,-0.53,0.6,0.452632084,0.283832658,-0.168799426,-0.36,15.0,11.89,13.48,74.61,2.23,2021-07-19
1371,2024.0,Michoacán,16.0,55192.0,-26194,28998,32569.0,28.05,21912,27257,73.04,77.79,75.44,2407069.0,32.37,13830,9145,-8082,-18112,2541697.0,87761.0,4948766.0,131629.0,612884.0,1298920.0,287193.0,129409.0,1040973.0,264461.0,234136.0,136206.0,604049.0,1218414.0,284616.0,134266.0,927843.0,274876.0,197001.0,267835.0,1216933.0,2517334.0,571809.0,263675.0,1968816.0,539337.0,431137.0,13.53,41.81,55.34,6.58,17.73,1.12,-0.53,0.59,0.442777048,0.279463608,-0.16331344,-0.37,14.58,11.51,13.08,74.24,2.22,2019-04-20
1372,2025.0,Michoacán,16.0,53774.0,-26086,27688,32946.0,28.65,21560,27410,73.18,77.96,75.59,2420927.0,33.55,13703,9181,-7857,-18229,2556170.0,86720.0,4977097.0,131784.0,611722.0,1303158.0,287259.0,128437.0,1053253.0,262396.0,241350.0,136584.0,604171.0,1224679.0,285659.0,133227.0,939334.0,272832.0,202966.0,268368.0,1215893.0,2527837.0,572918.0,261664.0,1992587.0,535228.0,444316.0,13.85,41.28,55.12,6.62,17.42,1.08,-0.52,0.56,0.433184244,0.275321136,-0.157863108,-0.37,14.16,11.15,12.69,73.29,2.2,2019-07-05
1373,2026.0,Michoacán,16.0,53085.0,-25937,27148,33335.0,29.0,21209,27521,73.33,78.12,75.74,2434340.0,34.8,13574,9219,-7635,-18302,2570185.0,86420.0,5004525.0,131922.0,611006.0,1307301.0,287459.0,127468.0,1064675.0,260016.0,248825.0,136908.0,604823.0,1231128.0,286816.0,132197.0,950062.0,270405.0,209104.0,268830.0,1215829.0,2538429.0,574275.0,259665.0,2014737.0,530421.0,457929.0,14.17,40.74,54.91,6.66,17.27,1.06,-0.52,0.54,0.423796464,0.271234533,-0.152561931,-0.37,13.73,10.78,12.29,72.99,2.19,2020-01-16
1374,2027.0,Michoacán,16.0,51715.0,-25819,25896,33721.0,29.0,20866,27638,73.47,78.29,75.9,2447294.0,36.1,13440,9245,-7426,-18393,2583743.0,85436.0,5031037.0,131920.0,610751.0,1311413.0,287725.0,126501.0,1075288.0,257427.0,256502.0,137066.0,605975.0,1237791.0,287969.0,131193.0,960094.0,267694.0,215358.0,268986.0,1216726.0,2549204.0,575694.0,257694.0,2035382.0,525121.0,471860.0,14.51,40.19,54.7,6.7,16.98,1.03,-0.51,0.51,0.414745509,0.267141744,-0.147603764,-0.37,13.31,10.42,11.9,72.13,2.16,2021-12-03
1375,2028.0,Michoacán,16.0,51045.0,-25671,25374,34142.0,29.35,20524,27723,73.61,78.46,76.06,2459815.0,37.46,13302,9274,-7222,-18449,2596852.0,85187.0,5056667.0,131253.0,610883.0,1315440.0,287985.0,125551.0,1085186.0,255139.0,264367.0,136495.0,607533.0,1244569.0,289018.0,130232.0,969529.0,265290.0,221703.0,267748.0,1218416.0,2560009.0,577003.0,255783.0,2054715.0,520429.0,486070.0,14.85,39.64,54.49,6.75,16.85,1.01,-0.51,0.5,0.40588,0.263058651,-0.142821349,-0.36,12.9,10.06,11.51,71.88,2.16,2020-05-07
1376,2029.0,Michoacán,16.0,49713.0,-25521,24192,34560.0,29.92,20185,27818,73.76,78.64,76.22,2471923.0,38.88,13166,9316,-7019,-18502,2609522.0,84273.0,5081445.0,129815.0,611260.0,1319293.0,288213.0,124627.0,1094482.0,253309.0,272395.0,135056.0,609393.0,1251330.0,289940.0,129315.0,978454.0,263383.0,228126.0,264871.0,1220653.0,2570623.0,578153.0,253942.0,2072936.0,516692.0,500521.0,15.2,39.09,54.28,6.8,16.58,0.98,-0.5,0.48,0.397229528,0.259099528,-0.13813,-0.36,12.49,9.7,11.13,71.1,2.14,2022-01-10
1377,2030.0,Michoacán,16.0,49074.0,-25381,23693,35010.0,30.0,19846,27926,73.91,78.81,76.38,2483610.0,40.35,13034,9357,-6812,-18569,2621791.0,84084.0,5105401.0,128187.0,611706.0,1322804.0,288473.0,123741.0,1103264.0,251466.0,280587.0,133362.0,611370.0,1257856.0,290833.0,128439.0,986939.0,261468.0,234637.0,261549.0,1223076.0,2580660.0,579306.0,252180.0,2090203.0,512934.0,515224.0,15.55,38.54,54.09,6.86,16.47,0.96,-0.5,0.46,0.388725587,0.255298262,-0.133427325,-0.36,12.09,9.35,10.75,70.93,2.13,2020-09-25
1378,2031.0,Michoacán,16.0,47766.0,-25272,22494,35448.0,30.0,19517,28045,74.06,78.98,76.54,2494868.0,41.84,12896,9394,-6621,-18651,2633626.0,83214.0,5128494.0,126876.0,611649.0,1325390.0,288828.0,122893.0,1111564.0,249621.0,288936.0,131999.0,612740.0,1263446.0,291755.0,127598.0,995102.0,259567.0,241240.0,258875.0,1224389.0,2588836.0,580583.0,250491.0,2106666.0,509188.0,530176.0,15.92,38.04,53.96,6.91,16.23,0.93,-0.49,0.44,0.380560063,0.251457835,-0.129102228,-0.36,11.69,9.01,10.38,70.3,2.11,2020-10-11
1379,2032.0,Michoacán,16.0,47123.0,-25142,21981,35899.0,30.55,19183,28149,74.2,79.16,76.7,2505672.0,43.33,12755,9435,-6428,-18714,2645054.0,83022.0,5150726.0,126013.0,610908.0,1326884.0,289217.0,122087.0,1119425.0,247804.0,297457.0,131117.0,613236.0,1267838.0,292694.0,126787.0,1003031.0,257698.0,247941.0,257130.0,1224144.0,2594722.0,581911.0,248874.0,2122456.0,505502.0,545398.0,16.3,37.61,53.91,6.97,16.12,0.91,-0.49,0.43,0.372432935,0.247634994,-0.124797941,-0.36,11.3,8.68,10.02,70.32,2.11,2020-12-25
1380,2033.0,Michoacán,16.0,45764.0,-25044,20720,36382.0,31.0,18847,28272,74.35,79.33,76.86,2516018.0,44.86,12613,9462,-6234,-18810,2656057.0,82146.0,5172075.0,125130.0,609887.0,1327729.0,289498.0,121327.0,1126878.0,246024.0,306169.0,130200.0,613296.0,1271458.0,293523.0,125997.0,1010769.0,255884.0,254770.0,255330.0,1223183.0,2599187.0,583021.0,247324.0,2137647.0,501908.0,560939.0,16.69,37.2,53.89,7.03,15.88,0.88,-0.48,0.4,0.364399201,0.243867307,-0.120531895,-0.36,10.93,8.36,9.67,69.72,2.09,2021-02-14
1381,2034.0,Michoacán,16.0,45071.0,-24915,20156,36879.0,31.0,18516,28346,74.5,79.5,77.02,2525908.0,46.44,12454,9493,-6062,-18853,2666609.0,81950.0,5192517.0,124238.0,608515.0,1327893.0,289182.0,120606.0,1133960.0,244303.0,315071.0,129257.0,612871.0,1274266.0,293657.0,125234.0,1018346.0,254133.0,261731.0,253495.0,1221386.0,2602159.0,582839.0,245840.0,2152306.0,498436.0,576802.0,17.1,36.81,53.91,7.1,15.78,0.87,-0.48,0.39,0.35659007,0.239845146,-0.116744924,-0.36,10.55,8.04,9.33,69.63,2.09,2019-12-13
1382,2035.0,Michoacán,16.0,43699.0,-24768,18931,37379.0,31.16,18185,28404,74.64,79.67,77.18,2535333.0,48.05,12309,9512,-5876,-18892,2676715.0,81078.0,5212048.0,123350.0,606835.0,1327368.0,288123.0,119910.0,1140628.0,242647.0,324160.0,128308.0,612006.0,1276260.0,292942.0,124485.0,1025716.0,252453.0,268792.0,251658.0,1218841.0,2603628.0,581065.0,244395.0,2166344.0,495100.0,592952.0,17.52,36.45,53.97,7.17,15.56,0.84,-0.48,0.36,0.348903157,0.236164364,-0.112738793,-0.36,10.2,7.74,9.0,68.95,2.07,2017-04-02
1383,2036.0,Michoacán,16.0,42973.0,-24615,18358,37890.0,31.73,17858,28441,74.79,79.84,77.33,2544332.0,49.71,12155,9529,-5703,-18912,2686374.0,80863.0,5230706.0,122454.0,604922.0,1326188.0,286766.0,119222.0,1146837.0,241067.0,333424.0,127377.0,610772.0,1277467.0,291855.0,123744.0,1032835.0,250843.0,275946.0,249831.0,1215694.0,2603655.0,578621.0,242966.0,2179672.0,491910.0,609370.0,17.95,36.11,54.05,7.24,15.46,0.82,-0.47,0.35,0.341407068,0.232377809,-0.109029259,-0.36,9.85,7.44,8.68,68.85,2.07,2019-07-27
1384,2037.0,Michoacán,16.0,41580.0,-24428,17152,38409.0,32.0,17526,28453,74.94,80.01,77.49,2552898.0,51.38,12008,9543,-5518,-18910,2695563.0,79989.0,5248461.0,121569.0,602737.0,1324376.0,285086.0,118523.0,1152648.0,239570.0,342810.0,126480.0,609158.0,1277924.0,290354.0,123012.0,1039762.0,249294.0,283130.0,248049.0,1211895.0,2602300.0,575440.0,241535.0,2192410.0,488864.0,625940.0,18.39,35.78,54.17,7.32,15.24,0.79,-0.47,0.33,0.33392646,0.228790878,-0.105135582,-0.36,9.51,7.16,8.36,68.26,2.05,2018-06-04
1385,2038.0,Michoacán,16.0,40820.0,-24259,16561,38942.0,32.0,17203,28459,75.08,80.17,77.64,2561040.0,53.07,11851,9552,-5352,-18907,2704270.0,79762.0,5265310.0,120709.0,600240.0,1321981.0,283074.0,117820.0,1158154.0,238132.0,352263.0,125621.0,607147.0,1277677.0,288451.0,122293.0,1046609.0,247795.0,290271.0,246330.0,1207387.0,2599658.0,571525.0,240113.0,2204763.0,485927.0,642534.0,18.83,35.48,54.31,7.4,15.15,0.78,-0.46,0.31,0.326723403,0.225076966,-0.101646437,-0.36,9.18,6.88,8.06,68.24,2.05,2018-12-15
1386,2039.0,Michoacán,16.0,39387.0,-24086,15301,39480.0,32.36,16882,28478,75.22,80.34,77.8,2568750.0,54.77,11705,9569,-5177,-18909,2712500.0,78867.0,5281250.0,119890.0,597448.0,1319057.0,280769.0,117110.0,1163394.0,236743.0,361729.0,124803.0,604733.0,1276789.0,286164.0,121580.0,1053468.0,246341.0,297287.0,244693.0,1202181.0,2595846.0,566933.0,238690.0,2216862.0,483084.0,659016.0,19.27,35.19,54.47,7.48,14.93,0.75,-0.46,0.29,0.319659172,0.221633136,-0.098026036,-0.36,8.86,6.62,7.77,67.69,2.03,2020-10-12
1387,2040.0,Michoacán,16.0,38585.0,-23923,14662,40030.0,32.92,16554,28484,75.37,80.5,77.95,2575994.0,56.47,11548,9567,-5006,-18917,2720246.0,78615.0,5296240.0,119117.0,594369.0,1315656.0,278262.0,116391.0,1168437.0,235387.0,371143.0,124020.0,601946.0,1275279.0,283574.0,120867.0,1060380.0,244923.0,304111.0,243137.0,1196315.0,2590935.0,561836.0,237258.0,2228817.0,480310.0,675254.0,19.71,34.91,54.63,7.56,14.84,0.73,-0.45,0.28,0.312561364,0.218041478,-0.094519886,-0.36,8.55,6.36,7.48,67.68,2.03,2018-07-30
1388,2041.0,Michoacán,16.0,37158.0,-23784,13374,40558.0,33.0,16237,28492,75.51,80.67,78.1,2582769.0,58.14,11388,9557,-4849,-18935,2727492.0,77716.0,5310261.0,118380.0,591004.0,1311811.0,276034.0,115662.0,1173382.0,234046.0,380410.0,123271.0,598805.0,1273195.0,281266.0,120144.0,1067435.0,243528.0,310654.0,241651.0,1189809.0,2585006.0,557300.0,235806.0,2240817.0,477574.0,691064.0,20.14,34.65,54.79,7.64,14.64,0.7,-0.45,0.25,0.305766515,0.214452736,-0.091313779,-0.36,8.26,6.11,7.21,67.15,2.01,2022-06-15
1389,2042.0,Michoacán,16.0,36323.0,-23634,12689,41122.0,33.0,15923,28507,75.65,80.82,78.25,2589048.0,59.8,11235,9561,-4688,-18946,2734226.0,77445.0,5323274.0,117678.0,587357.0,1307663.0,274224.0,114917.0,1178280.0,232701.0,389488.0,122549.0,595311.0,1270692.0,279413.0,119402.0,1074652.0,242137.0,316904.0,240227.0,1182668.0,2578355.0,553637.0,234319.0,2252932.0,474838.0,706392.0,20.56,34.38,54.94,7.72,14.55,0.68,-0.44,0.24,0.299120429,0.211054325,-0.088066104,-0.36,7.97,5.87,6.94,67.17,2.01,2017-10-21
1390,2043.0,Michoacán,16.0,34855.0,-23482,11373,41685.0,33.56,15612,28512,75.78,80.98,78.4,2594856.0,61.45,11080,9562,-4532,-18950,2740451.0,76540.0,5335307.0,117017.0,583428.0,1303345.0,272394.0,114157.0,1183081.0,231341.0,398436.0,121853.0,591517.0,1267990.0,277566.0,118626.0,1081936.0,240748.0,322940.0,238870.0,1174945.0,2571335.0,549960.0,232783.0,2265017.0,472089.0,721376.0,20.97,34.13,55.1,7.81,14.35,0.65,-0.44,0.21,0.292616714,0.207673148,-0.084943566,-0.36,7.68,5.64,6.69,66.66,2.0,2020-05-25
1391,2044.0,Michoacán,16.0,34014.0,-23344,10670,42233.0,34.0,15298,28520,75.92,81.14,78.55,2600168.0,63.1,10919,9555,-4379,-18965,2746157.0,76247.0,5346325.0,116378.0,579268.0,1298968.0,270579.0,113390.0,1187701.0,229965.0,407294.0,121169.0,587456.0,1265226.0,275753.0,117816.0,1089159.0,239355.0,328847.0,237547.0,1166724.0,2564194.0,546332.0,231206.0,2276860.0,469320.0,736141.0,21.38,33.88,55.25,7.9,14.26,0.64,-0.44,0.2,0.28614048,0.204233749,-0.08190673,-0.35,7.41,5.42,6.44,66.69,2.0,2020-07-07
1392,2045.0,Michoacán,16.0,32558.0,-23207,9351,42787.0,34.0,14995,28503,76.06,81.3,78.69,2604991.0,64.78,10760,9531,-4235,-18972,2751349.0,75345.0,5356340.0,115741.0,574988.0,1294661.0,268806.0,112610.0,1192002.0,228565.0,416119.0,120491.0,583219.0,1262541.0,274010.0,116978.0,1096155.0,237938.0,334720.0,236232.0,1158207.0,2557202.0,542816.0,229588.0,2288157.0,466503.0,750839.0,21.79,33.63,55.42,7.99,14.07,0.61,-0.43,0.17,0.279948622,0.200883439,-0.079065183,-0.35,7.15,5.2,6.2,66.2,1.99,2020-09-28
1393,2046.0,Michoacán,16.0,31693.0,-23038,8655,43355.0,34.19,14685,28471,76.19,81.45,78.84,2609336.0,66.48,10592,9526,-4093,-18945,2756017.0,75048.0,5365353.0,115093.0,571068.0,1290529.0,267071.0,111816.0,1195453.0,227140.0,424964.0,119822.0,579343.0,1260017.0,272338.0,116130.0,1102311.0,236481.0,340634.0,234915.0,1150411.0,2550546.0,539409.0,227946.0,2297764.0,463621.0,765598.0,22.2,33.4,55.6,8.08,13.99,0.59,-0.43,0.16,0.273700538,0.197414783,-0.076285754,-0.35,6.9,4.99,5.97,66.24,1.99,2021-08-11
1394,2047.0,Michoacán,16.0,30253.0,-22812,7441,43896.0,34.76,14391,28396,76.33,81.61,78.98,2613236.0,68.23,10450,9525,-3941,-18871,2760167.0,74149.0,5373403.0,114441.0,567627.0,1286553.0,265391.0,111006.0,1197895.0,225695.0,433864.0,119157.0,575969.0,1257642.0,270744.0,115279.0,1107415.0,234984.0,346682.0,233598.0,1143596.0,2544195.0,536135.0,226285.0,2305310.0,460679.0,780546.0,22.63,33.17,55.8,8.17,13.8,0.56,-0.42,0.14,0.267819108,0.194476387,-0.073342722,-0.35,6.65,4.8,5.75,65.78,1.97,2021-03-12
1395,2048.0,Michoacán,16.0,29396.0,-22644,6752,44450.0,35.0,14099,28338,76.46,81.76,79.12,2616692.0,70.04,10290,9503,-3809,-18835,2763810.0,73846.0,5380502.0,113788.0,564236.0,1282663.0,263788.0,110194.0,1199738.0,224214.0,442851.0,118492.0,572631.0,1255356.0,269217.0,114434.0,1111867.0,233450.0,352931.0,232280.0,1136867.0,2538019.0,533005.0,224628.0,2311605.0,457664.0,795782.0,23.08,32.95,56.03,8.26,13.72,0.55,-0.42,0.13,0.262038747,0.191246096,-0.070792651,-0.35,6.42,4.6,5.53,65.84,1.98,2020-03-24
1396,2049.0,Michoacán,16.0,27976.0,-22437,5539,44983.0,35.0,13806,28254,76.59,81.91,79.26,2619697.0,71.9,10138,9485,-3668,-18769,2766950.0,72959.0,5386647.0,113124.0,560915.0,1278791.0,262274.0,109375.0,1200961.0,222710.0,451924.0,117820.0,569346.0,1253108.0,267732.0,113598.0,1115624.0,231880.0,359400.0,230944.0,1130261.0,2531899.0,530006.0,222973.0,2316585.0,454590.0,811324.0,23.54,32.74,56.28,8.35,13.54,0.52,-0.42,0.1,0.256300441,0.188206133,-0.068094308,-0.35,6.19,4.42,5.33,65.4,1.96,2020-01-07
