RENGLON,AÑO,ENTIDAD,CVE_GEO,CRE_NAT,CRE_SOC,CRE_TOT,DEF,EDAD_MED,EMI_EST,EMI_INT,EVH,EVM,EV,HOM_MIT_AÑO,IND_ENV,INM_EST,INM_INT,MIG_NET_EST,MIG_NET_INT,MUJ_MIT_AÑO,NAC,POB_MIT_AÑO,MUJ_12_14,MUJ_15_17,MUJ_15_19,MUJ_15_29,MUJ_15_49,MUJ_18_24,MUJ_20_24,MUJ_3_5,MUJ_30_64,MUJ_6_11,MUJ_65_MAS,HOM_12_14,HOM_15_17,HOM_15_19,HOM_15_29,HOM_15_49,HOM_18_24,HOM_20_24,HOM_3_5,HOM_30_64,HOM_6_11,HOM_65_MAS,POB_12_14,POB_15_17,POB_15_19,POB_15_29,POB_15_49,POB_18_24,POB_20_24,POB_3_5,POB_30_64,POB_6_11,POB_65_MAS,RAZ_DEP_ADU,RAZ_DEP_INF,RAZ_DEP,T_BRU_MOR,T_BRU_NAT,T_CRE_NAT,T_CRE_SOC,T_CRE_TOT,T_EMI_EST,T_INM_EST,T_MIG_NET_EST,T_MIG_NET_INT,TMIH,TMIM,TMI,TEF_ADO,TGF
310,2016,Baja California Sur,3,10216,7197,17413,3460,27.17,5982,567,72.53,78.77,75.49,375138,20.13,12837,909,6855,342,361857,13676,736995,18935,18722,31155,93772,200034,43933,31500,19770,149535,38679,21206,19711,19889,33355,101771,212432,48073,34607,20225,154696,39516,18544,38646,38611,64510,195543,412466,92006,66107,39995,304231,78195,39750,7.95,39.51,47.47,4.69,18.56,1.39,0.98,2.36,0.811674435,1.741802862,0.930128427,0.05,12.39,10.15,11.29,72.03,2.23
311,2017,Baja California Sur,3,10119,6999,17118,3597,27.72,6096,584,72.57,78.81,75.53,383799,20.96,12775,904,6679,320,370471,13716,754270,19167,18988,31571,95262,204079,44536,31953,20130,154267,39133,22308,19864,20078,33646,103481,217069,48670,35102,20539,159696,39823,19545,39031,39066,65217,198743,421148,93206,67055,40669,313963,78956,41853,8.16,38.95,47.12,4.77,18.18,1.34,0.93,2.27,0.808198656,1.693690588,0.885491933,0.04,12.28,10.06,11.2,70.89,2.2
312,2018,Baja California Sur,3,10145,6810,16955,3723,28,6203,594,72.7,78.91,75.64,392324,21.84,12701,906,6498,312,378970,13868,771294,19383,19224,31984,96658,207962,45099,32339,20468,158973,39624,23482,20006,20239,33925,105003,221497,49161,35475,20847,164724,40176,20600,39389,39463,65909,201661,429459,94260,67814,41315,323697,79800,44082,8.39,38.42,46.81,4.83,17.98,1.32,0.88,2.2,0.804232887,1.646713186,0.842480299,0.04,11.98,9.84,10.94,70.44,2.19
313,2019,Baja California Sur,3,10044,6628,16672,3853,28,6309,605,72.8,79.02,75.75,400740,22.78,12624,918,6315,313,387379,13897,788119,19581,19445,32386,97985,211700,45627,32686,20756,163650,40156,24740,20122,20383,34197,106359,225733,49574,35760,21092,169785,40589,21714,39703,39828,66583,204344,437433,95201,68446,41848,333435,80745,46454,8.64,37.91,46.55,4.89,17.63,1.27,0.84,2.12,0.800513628,1.601788562,0.801274934,0.04,11.75,9.64,10.72,69.47,2.16
314,2020,Baja California Sur,3,10054,6454,16508,3983,28.51,6406,611,72.89,79.13,75.85,409022,23.79,12547,924,6141,313,395686,14037,804708,19776,19660,32755,99227,215277,46115,33020,20966,168291,40712,26082,20227,20521,34443,107541,229774,49923,36001,21244,174862,41054,22884,40003,40181,67198,206768,445051,96038,69021,42210,343153,81766,48966,8.9,37.43,46.33,4.95,17.44,1.25,0.8,2.05,0.796065157,1.559199113,0.763133957,0.04,11.47,9.4,10.46,69.03,2.15
315,2021,Baja California Sur,3,9938,6269,16207,4120,29,6505,617,73.02,79.23,75.97,417172,24.86,12458,933,5953,316,403887,14058,821059,19976,19858,33088,100368,218691,46592,33362,21109,172898,41278,27513,20340,20648,34655,108535,233618,50234,36227,21341,179959,41548,24117,40316,40506,67743,208903,452309,96826,69589,42450,352857,82826,51630,9.19,36.97,46.16,5.02,17.12,1.21,0.76,1.97,0.792269496,1.517308744,0.725039248,0.04,11.18,9.19,10.21,68.21,2.13
316,2022,Baja California Sur,3,9929,6096,16025,4258,29,6588,624,73.15,79.36,76.09,425190,26,12361,947,5773,323,411978,14187,837168,20174,20038,33406,101417,221942,47081,33713,21207,177455,41835,29039,20471,20749,34841,109353,237279,50542,36450,21427,185057,42023,25413,40645,40787,68247,210770,459221,97623,70163,42634,362512,83858,54452,9.5,36.53,46.03,5.09,16.95,1.19,0.73,1.91,0.786938822,1.47652562,0.689586797,0.04,10.88,8.94,9.93,67.89,2.12
317,2023,Baja California Sur,3,9794,5907,15701,4401,29.39,6673,628,73.27,79.47,76.21,433069,27.21,12257,951,5584,323,419957,14195,853026,20377,20212,33713,102390,225054,47566,34065,21298,181952,42333,30659,20629,20838,35017,110030,240774,50847,36668,21534,190115,42431,26777,41006,41050,68730,212420,465828,98413,70733,42832,372067,84764,57436,9.83,36.12,45.94,5.16,16.64,1.15,0.69,1.84,0.782273928,1.436884691,0.654610762,0.04,10.58,8.71,9.67,67.1,2.1
318,2024,Baja California Sur,3,9770,5726,15496,4542,29.99,6761,629,73.41,79.6,76.35,440813,28.49,12159,957,5398,328,427809,14312,868622,20612,20392,34002,103298,228036,48016,34406,21383,186362,42745,32372,20825,20935,35181,110613,244146,51131,36885,21632,195105,42777,28211,41437,41327,69183,213911,472182,99147,71291,43015,381467,85522,60583,10.18,35.72,45.89,5.23,16.48,1.12,0.66,1.78,0.778359286,1.399803367,0.62144408,0.04,10.26,8.46,9.38,66.85,2.09
319,2025,Baja California Sur,3,9626,5542,15168,4683,30,6844,634,73.56,79.73,76.49,448414,29.83,12057,963,5213,329,435536,14309,883950,20887,20571,34281,104153,230905,48427,34717,21463,190680,43064,34170,21059,21050,35342,111129,247417,51373,37081,21723,199999,43056,29708,41946,41621,69623,215282,478322,99800,71798,43186,390679,86120,63878,10.54,35.33,45.88,5.3,16.19,1.09,0.63,1.72,0.774251937,1.363991176,0.589739239,0.04,9.95,8.21,9.1,66.1,2.07
320,2026,Baja California Sur,3,9576,5362,14938,4837,30.3,6911,637,73.67,79.87,76.62,455858,31.25,11945,965,5034,328,443138,14413,898996,21180,20755,34574,104994,233701,48810,34991,21534,194875,43300,36063,21316,21188,35524,111623,250624,51577,37241,21807,204765,43267,31258,42496,41943,70098,216617,484325,100387,72232,43341,399640,86567,67321,10.92,34.96,45.88,5.38,16.03,1.07,0.6,1.66,0.768746468,1.328704466,0.559957998,0.04,9.65,7.96,8.83,65.89,2.06
321,2027,Baja California Sur,3,9396,5168,14564,5002,30.9,6985,643,73.78,79.99,76.73,463145,32.75,11831,965,4846,322,450601,14398,913746,21453,20968,34898,105862,236461,49177,35247,21595,198936,43466,38032,21564,21364,35759,112144,253785,51768,37373,21885,209366,43416,32874,43017,42332,70657,218006,490246,100945,72620,43480,408302,86882,70906,11.32,34.57,45.89,5.47,15.76,1.03,0.57,1.59,0.764435631,1.29477995,0.530344319,0.04,9.37,7.73,8.57,65.1,2.04
322,2028,Baja California Sur,3,9344,4998,14342,5147,31,7052,642,73.92,80.15,76.88,470280,34.32,11721,971,4669,329,457925,14491,928205,21675,21223,35257,106754,239186,49524,35490,21651,202865,43584,40082,21757,21577,36043,112700,256892,51954,37488,21955,213807,43548,34553,43432,42800,71300,219454,496078,101478,72978,43606,416672,87132,74635,11.73,34.18,45.92,5.55,15.61,1.01,0.54,1.55,0.759745961,1.262759843,0.503013882,0.04,9.06,7.46,8.28,64.89,2.04
323,2029,Baja California Sur,3,9169,4809,13978,5302,31.2,7120,646,74.08,80.29,77.03,477254,35.98,11603,972,4483,326,465111,14471,942365,21820,21494,35640,107643,241863,49860,35714,21698,206681,43689,42215,21863,21814,36367,113283,259933,52139,37586,22019,218095,43692,36288,43683,43308,72007,220926,501796,101999,73300,43717,424776,87381,78503,12.16,33.79,45.94,5.63,15.36,0.97,0.51,1.48,0.755545887,1.231263895,0.475718007,0.03,8.75,7.22,8.01,64.17,2.02
324,2030,Baja California Sur,3,9094,4622,13716,5465,31.78,7184,649,74.24,80.41,77.18,484067,37.72,11480,975,4296,326,472138,14559,956205,21902,21746,36037,108504,244469,50219,35928,21740,210383,43780,44418,21916,22043,36716,113868,262877,52352,37679,22072,222238,43824,38084,43818,43789,72753,222372,507346,102571,73607,43812,432621,87604,82502,12.6,33.39,45.99,5.72,15.23,0.95,0.48,1.43,0.751303329,1.200579374,0.449276044,0.03,8.45,7,7.74,63.99,2.01
325,2031,Baja California Sur,3,8908,4438,13346,5629,32,7238,654,74.36,80.59,77.33,490708,39.53,11351,979,4113,325,479026,14537,969734,21945,21946,36411,109319,246981,50620,36155,21773,213974,43860,46700,21959,22215,37033,114407,265658,52613,37795,22117,226229,43941,39942,43904,44161,73444,223726,512639,103233,73950,43890,440203,87801,86642,13.05,33.01,46.06,5.8,14.99,0.92,0.46,1.38,0.746390247,1.170527175,0.424136928,0.03,8.17,6.74,7.48,63.47,2
326,2032,Baja California Sur,3,8827,4255,13082,5800,32.05,7286,655,74.49,80.71,77.45,497179,41.41,11214,982,3928,327,485767,14627,982946,21983,22069,36703,110066,249345,51050,36416,21800,217431,43922,49068,22022,22301,37267,114886,268232,52931,37965,22155,230056,44044,41854,44005,44370,73970,224952,517577,103981,74381,43955,447487,87966,90922,13.52,32.66,46.18,5.9,14.88,0.9,0.43,1.33,0.741241126,1.140856161,0.399615035,0.03,7.9,6.53,7.23,63.48,2
327,2033,Baja California Sur,3,8637,4090,12727,5962,32.63,7337,657,74.66,80.84,77.61,503494,43.35,11092,992,3755,335,492359,14599,995853,22019,22130,36906,110745,251563,51485,36709,21824,220740,43974,51521,22078,22337,37437,115327,270602,53283,38183,22189,233718,44133,43840,44097,44467,74343,226072,522165,104768,74892,44013,454458,88107,95361,14.01,32.32,46.33,5.99,14.66,0.87,0.41,1.28,0.736755324,1.113819007,0.377063683,0.03,7.61,6.31,6.98,63.08,1.98
328,2034,Baja California Sur,3,8543,3914,12457,6139,33,7387,660,74.81,80.97,77.75,509644,45.37,10968,993,3581,333,498794,14682,1008438,22047,22155,37030,111348,253634,51903,37028,21845,223911,44012,54056,22126,22363,37543,115726,272765,53618,38438,22221,237210,44209,45899,44173,44518,74573,227074,526399,105521,75466,44066,461121,88221,99955,14.52,32.01,46.53,6.09,14.56,0.85,0.39,1.24,0.732519005,1.08762264,0.355103636,0.03,7.34,6.1,6.74,63.17,1.98
329,2035,Baja California Sur,3,8316,3734,12050,6328,33,7429,664,74.92,81.1,77.87,515615,47.46,10833,994,3404,330,505077,14644,1020692,22069,22178,37093,111890,255561,52272,37357,21866,226928,44040,56676,22169,22409,37594,116083,274719,53899,38714,22252,240530,44274,48015,44238,44587,74687,227973,530280,106171,76071,44118,467458,88314,104691,15.05,31.72,46.77,6.2,14.35,0.81,0.37,1.18,0.727839544,1.061338778,0.333499234,0.03,7.1,5.9,6.51,62.65,1.96
330,2036,Baja California Sur,3,8211,3563,11774,6505,33.44,7465,665,75.07,81.25,78.02,521410,49.62,10697,996,3232,331,511195,14716,1032605,22082,22195,37117,112382,257340,52582,37660,21886,229781,44057,59371,22207,22449,37633,116416,276461,54142,38958,22281,243671,44325,50187,44289,44644,74750,228798,533801,106724,76618,44167,473452,88382,109558,15.6,31.44,47.04,6.3,14.25,0.8,0.35,1.14,0.722928903,1.035923708,0.312994804,0.03,6.85,5.69,6.28,62.59,1.96
331,2037,Baja California Sur,3,7970,3392,11362,6697,34,7506,660,75.19,81.38,78.15,527018,51.83,10560,998,3054,338,517149,14667,1044167,22092,22208,37134,112817,258958,52809,37883,21905,232477,44066,62136,22242,22480,37684,116730,277988,54321,39117,22307,246635,44365,52393,44334,44688,74818,229547,536946,107130,77000,44212,479112,88431,114529,16.16,31.18,47.34,6.41,14.05,0.76,0.32,1.09,0.718850529,1.011332478,0.29248195,0.03,6.62,5.5,6.07,62.1,1.95
332,2038,Baja California Sur,3,7850,3233,11083,6876,34,7538,660,75.32,81.54,78.29,532447,54.08,10431,1000,2893,340,522948,14726,1055395,22095,22215,37145,113197,260418,52954,38024,21920,235034,44073,64962,22270,22506,37726,117013,279294,54429,39209,22329,249452,44399,54624,44365,44721,74871,230210,539712,107383,77233,44249,484486,88472,119586,16.73,30.94,47.67,6.52,13.95,0.74,0.31,1.05,0.714234955,0.988350333,0.274115379,0.03,6.38,5.3,5.85,62.13,1.95
333,2039,Baja California Sur,3,7596,3054,10650,7066,34.22,7569,661,75.46,81.67,78.43,537692,56.36,10285,999,2716,338,528572,14662,1066264,22095,22217,37150,113520,261729,53018,38085,21927,237469,44075,67817,22288,22528,37761,117260,280384,54475,39242,22347,252147,44429,56858,44383,44745,74911,230780,542113,107493,77327,44274,489616,88504,124675,17.31,30.7,48.01,6.63,13.75,0.71,0.29,1,0.709861723,0.96458288,0.254721157,0.03,6.15,5.11,5.64,61.64,1.93
334,2040,Baja California Sur,3,7443,2903,10346,7262,34.78,7597,662,75.6,81.79,78.57,542737,58.66,10155,1007,2558,345,534015,14705,1076752,22086,22214,37144,113784,262884,53017,38087,21927,239796,44078,70684,22297,22546,37786,117467,281254,54460,39220,22357,254741,44452,59068,44383,44760,74930,231251,544138,107477,77307,44284,494537,88530,129752,17.88,30.48,48.36,6.74,13.66,0.69,0.27,0.96,0.705547796,0.943114106,0.237566311,0.03,5.93,4.94,5.45,61.71,1.93
335,2041,Baja California Sur,3,7185,2743,9928,7446,35,7618,659,75.77,81.92,78.72,547600,60.94,10015,1005,2397,346,539289,14631,1086889,22074,22206,37130,113984,263885,52981,38057,21920,242055,44075,73542,22302,22560,37803,117620,281908,54433,39190,22356,257274,44472,61238,44376,44766,74933,231604,545793,107414,77247,44276,499329,88547,134780,18.44,30.26,48.7,6.85,13.46,0.66,0.25,0.91,0.70089954,0.92143724,0.2205377,0.03,5.71,4.77,5.25,61.27,1.92
336,2042,Baja California Sur,3,7011,2574,9585,7654,35,7638,661,75.85,82.07,78.83,552273,63.2,9869,1004,2231,343,544373,14665,1096646,22060,22191,37105,114085,264723,52934,38020,21905,244274,44066,76372,22307,22562,37808,117694,282371,54424,39178,22345,259766,44486,63360,44367,44753,74913,231779,547094,107358,77198,44250,504040,88552,139732,18.99,30.05,49.04,6.98,13.37,0.64,0.23,0.87,0.696487289,0.899925774,0.203438484,0.03,5.52,4.59,5.07,61.31,1.92
337,2043,Baja California Sur,3,6731,2418,9149,7850,35.51,7658,661,75.99,82.2,78.97,556732,65.46,9734,1003,2076,342,549272,14581,1106004,22044,22171,37073,114090,265425,52880,37978,21878,246457,44051,79175,22307,22559,37807,117689,282663,54403,39155,22325,262191,44489,65450,44351,44730,74880,231779,548088,107283,77133,44203,508648,88540,144625,19.53,29.84,49.37,7.1,13.18,0.61,0.22,0.83,0.692402559,0.880105316,0.187702757,0.03,5.32,4.43,4.89,60.85,1.91
338,2044,Baja California Sur,3,6561,2256,8817,8044,36,7671,662,76.13,82.33,79.1,560996,67.71,9586,1003,1915,341,553978,14605,1114974,22030,22146,37033,114000,265994,52815,37928,21840,248596,44023,81955,22307,22550,37795,117611,282822,54372,39127,22297,264534,44480,67526,44337,44696,74828,231611,548816,107187,77055,44137,513130,88503,149481,20.07,29.64,49.71,7.21,13.1,0.59,0.2,0.79,0.687998106,0.85975099,0.171752884,0.03,5.13,4.28,4.71,60.92,1.91
339,2045,Baja California Sur,3,6265,2100,8365,8250,36,7681,664,76.27,82.46,79.24,565059,69.98,9446,999,1765,335,558504,14515,1123563,22018,22121,36988,113842,266465,52739,37872,21794,250673,43982,84711,22302,22540,37775,117463,282877,54324,39089,22259,266783,44458,69599,44320,44661,74763,231305,549342,107063,76961,44053,517456,88440,154310,20.61,29.45,50.06,7.34,12.92,0.56,0.19,0.74,0.683628777,0.840718322,0.157089545,0.03,4.94,4.12,4.54,60.51,1.89
340,2046,Baja California Sur,3,6066,1943,8009,8462,36.2,7692,665,76.39,82.58,79.36,568925,72.27,9303,997,1611,332,562823,14528,1131748,22006,22092,36935,113635,266850,52651,37808,21742,252646,43922,87444,22297,22530,37750,117300,282866,54267,39047,22216,268872,44421,71678,44303,44622,74685,230935,549716,106918,76855,43958,521518,88343,159122,21.15,29.26,50.41,7.48,12.84,0.54,0.17,0.71,0.679656602,0.822002778,0.142346176,0.03,4.77,3.98,4.38,60.57,1.9
341,2047,Baja California Sur,3,5760,1800,7560,8663,36.72,7691,661,76.54,82.7,79.5,572579,74.6,9156,996,1465,335,566953,14423,1139532,21989,22068,36885,113424,267180,52553,37736,21685,254475,43845,90168,22290,22516,37723,117144,282805,54203,38996,22165,270752,44368,73783,44279,44584,74608,230568,549985,106756,76732,43850,525227,88213,163951,21.69,29.08,50.77,7.6,12.66,0.51,0.16,0.66,0.674926198,0.803487748,0.12856155,0.03,4.59,3.84,4.22,60.13,1.88
342,2048,Baja California Sur,3,5565,1664,7229,8866,37,7693,657,76.67,82.84,79.63,576030,76.97,9019,995,1326,338,570887,14431,1146917,21965,22045,36838,113206,267442,52451,37658,21622,256158,43753,92884,22279,22500,37694,116971,282699,54133,38939,22106,272443,44296,75927,44244,44545,74532,230177,550141,106584,76597,43728,528601,88049,168811,22.25,28.91,51.15,7.73,12.58,0.49,0.15,0.63,0.670754728,0.786369022,0.115614295,0.03,4.42,3.7,4.07,60.21,1.89
343,2049,Baja California Sur,3,5246,1510,6756,9077,37,7695,657,76.79,82.96,79.76,579282,79.39,8868,994,1173,337,574633,14323,1153915,21934,22022,36790,112975,267620,52342,37574,21555,257708,43647,95590,22262,22481,37659,116786,282539,54056,38878,22040,273935,44212,78112,44196,44503,74449,229761,550159,106398,76452,43595,531643,87859,173702,22.81,28.74,51.55,7.87,12.41,0.45,0.13,0.59,0.666860211,0.768514145,0.101653935,0.03,4.26,3.57,3.92,59.8,1.87
344,2050,Baja California Sur,3,5041,1388,6429,9281,37.36,7699,654,76.92,83.07,79.88,582332,81.86,8746,995,1047,341,578171,14322,1160503,21899,21994,36739,112732,267698,52232,37487,21482,259112,43521,98282,22236,22460,37619,116586,282308,53969,38810,21968,275232,44112,80341,44135,44454,74358,229318,550006,106201,76297,43450,534344,87633,178623,23.39,28.58,51.97,8,12.34,0.43,0.12,0.55,0.663419224,0.753638724,0.0902195,0.03,4.11,3.45,3.79,59.85,1.88
345,1970,Campeche,4,9258,ND,ND,2815,15.52,ND,ND,58.99,61.41,60.14,135551,7.18,ND,ND,ND,ND,133434,12073,268985,10071,8784,13919,33566,57164,15996,10861,13821,32148,23832,4394,10079,8758,13846,33399,57889,15860,10772,13857,33922,23777,4716,20150,17542,27765,66965,115053,31856,21633,27678,66070,47609,9110,6.85,95.34,102.19,10.47,44.88,3.44,ND,ND,ND,ND,ND,ND,95.07,80.65,88.04,185.21,6.51
346,1971,Campeche,4,9782,ND,ND,2721,15.38,ND,ND,60.22,62.85,61.47,142479,7.13,ND,ND,ND,ND,140278,12503,282757,10656,9305,14756,35441,60120,16895,11444,14565,33518,25114,4598,10668,9272,14657,35177,60799,16692,11307,14624,35373,25090,4941,21324,18577,29413,70618,120919,33587,22751,29189,68891,50204,9539,6.84,95.84,102.68,9.62,44.22,3.46,ND,ND,ND,ND,ND,ND,86.76,73.39,80.24,183.25,6.39
347,1972,Campeche,4,10131,ND,ND,2812,15.28,ND,ND,59.99,63.17,61.5,149691,7.08,ND,ND,ND,ND,147384,12943,297075,11253,9851,15631,37444,63240,17864,12084,15347,34942,26424,4801,11268,9809,15503,37078,63874,17590,11896,15429,36889,26436,5170,22521,19660,31134,74522,127114,35454,23980,30776,71831,52860,9971,6.81,96.17,102.99,9.47,43.57,3.41,ND,ND,ND,ND,ND,ND,83.77,70.71,77.4,181.56,6.28
348,1973,Campeche,4,10450,ND,ND,2897,15.23,ND,ND,59.95,63.63,61.69,157138,7.04,ND,ND,ND,ND,154737,13347,311875,11852,10414,16536,39572,66539,18900,12778,16154,36442,27768,5005,11871,10359,16377,39089,67109,18551,12533,16260,38474,27819,5403,23723,20773,32913,78661,133648,37451,25311,32414,74916,55587,10408,6.78,96.3,103.07,9.29,42.8,3.35,ND,ND,ND,ND,ND,ND,81.86,69,75.58,179.37,6.13
349,1974,Campeche,4,10832,ND,ND,2879,15.23,ND,ND,60.35,65.39,62.69,164817,7,ND,ND,ND,ND,162341,13711,327158,12454,10994,17471,41824,70020,20005,13528,16974,38025,29162,5221,12475,10923,17278,41216,70519,19577,13222,17107,40150,29247,5634,24929,21917,34749,83040,140539,39582,26750,34081,78175,58409,10855,6.73,96.2,102.93,8.8,41.91,3.31,ND,ND,ND,ND,ND,ND,80.28,67.56,74.08,176.75,5.96
350,1975,Campeche,4,11123,ND,ND,2904,15.28,ND,ND,61.01,66.02,63.35,172735,6.98,ND,ND,ND,ND,170164,14027,342899,13058,11583,18432,44197,73680,21190,14341,17798,39691,30607,5444,13081,11494,18198,43454,74115,20679,13975,17960,41929,30727,5880,26139,23077,36630,87651,147795,41869,28316,35758,81620,61334,11324,6.69,95.88,102.57,8.47,40.91,3.24,ND,ND,ND,ND,ND,ND,78.98,66.36,72.83,173.72,5.77
